ProductKey,OrderDateKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount
433,20060701,3,SO46605,15,1,3,324.4527,973.3581
213,20060701,3,SO46605,16,1,2,16.8221,33.6442
271,20060701,3,SO46605,17,1,2,202.332,404.664
460,20060701,3,SO46605,18,1,3,53.994,161.982
230,20060701,4,SO46606,1,1,2,28.8404,57.6808
369,20060701,6,SO46607,1,1,4,1466.01,5864.04
335,20060701,6,SO46607,2,1,5,469.794,2348.97
327,20060701,6,SO46607,3,1,3,234.897,704.691
373,20060701,6,SO46607,4,1,10,1308.9375,13089.375
407,20060701,6,SO46607,5,1,4,65.6018,262.4072
280,20060701,6,SO46607,6,1,6,183.9382,1103.6292
331,20060701,6,SO46607,7,1,9,469.794,4228.146
423,20060701,6,SO46607,8,1,2,165.231,330.462
417,20060701,6,SO46607,9,1,3,324.4527,973.3581
435,20060701,6,SO46607,10,1,3,324.4527,973.3581
343,20060701,6,SO46607,11,1,10,469.794,4697.94
381,20060701,6,SO46607,12,1,4,600.2625,2401.05
439,20060701,6,SO46607,13,1,4,780.8182,3123.2728
273,20060701,6,SO46607,14,1,2,202.332,404.664
271,20060701,6,SO46607,15,1,6,202.332,1213.992
422,20060701,6,SO46607,16,1,4,67.539,270.156
368,20060701,6,SO46607,17,1,6,1466.01,8796.06
242,20060701,6,SO46607,18,1,3,780.8182,2342.4546
377,20060701,6,SO46607,19,1,5,1308.9375,6544.6875
383,20060701,6,SO46607,20,1,2,600.2625,1200.525
286,20060701,6,SO46607,21,1,10,183.9382,1839.382
370,20060701,6,SO46607,22,1,3,1466.01,4398.03
389,20060701,6,SO46607,23,1,14,580.2538,8123.5532
429,20060701,6,SO46607,24,1,2,324.4527,648.9054
245,20060701,6,SO46607,25,1,1,780.8182,780.8182
323,20060701,6,SO46607,26,1,14,454.1342,6357.8788
375,20060701,6,SO46607,27,1,4,1308.9375,5235.75
414,20060701,6,SO46607,28,1,6,149.031,894.186
333,20060701,6,SO46607,29,1,11,454.1342,4995.4762
254,20060701,6,SO46607,30,1,6,183.9382,1103.6292
339,20060701,6,SO46607,31,1,6,469.794,2818.764
263,20060701,6,SO46607,32,1,2,202.332,404.664
325,20060701,6,SO46607,33,1,14,454.1342,6357.8788
341,20060701,6,SO46607,34,1,1,469.794,469.794
321,20060701,6,SO46607,35,1,1,469.794,469.794
403,20060701,6,SO46607,36,1,3,24.2945,72.8835
385,20060701,6,SO46607,37,1,3,600.2625,1800.7875
424,20060701,6,SO46607,38,1,4,214.236,856.944
265,20060701,6,SO46607,39,1,2,202.332,404.664
230,20060701,6,SO46607,40,1,2,28.8404,57.6808
257,20060701,6,SO46607,41,1,4,183.9382,735.7528
441,20060701,6,SO46607,42,1,2,780.8182,1561.6364
329,20060701,6,SO46607,43,1,14,454.1342,6357.8788
433,20060701,6,SO46607,44,1,5,324.4527,1622.2635
267,20060701,6,SO46607,45,1,3,202.332,606.996
415,20060701,6,SO46607,46,1,6,198.036,1188.216
469,20060701,6,SO46608,1,1,3,22.794,68.382
308,20060701,6,SO46608,2,1,4,744.2727,2977.0908
466,20060701,6,SO46608,3,1,3,14.1289,42.3867
365,20060701,6,SO46608,4,1,2,647.994,1295.988
468,20060701,6,SO46608,5,1,1,22.794,22.794
396,20060701,6,SO46608,6,1,3,74.838,224.514
457,20060701,6,SO46608,7,1,3,44.994,134.982
454,20060701,6,SO46608,8,1,4,35.994,143.976
419,20060701,6,SO46608,9,1,3,52.647,157.941
230,20060701,6,SO46608,10,1,4,28.8404,115.3616
401,20060701,6,SO46608,11,1,3,65.6018,196.8054
410,20060701,6,SO46608,12,1,3,36.447,109.341
426,20060701,6,SO46608,13,1,5,209.256,1046.28
420,20060701,6,SO46608,14,1,5,141.615,708.075
395,20060701,6,SO46608,15,1,3,61.374,184.122
447,20060701,6,SO46608,16,1,11,14.5,159.5
289,20060701,6,SO46608,17,1,1,744.2727,744.2727
367,20060701,6,SO46608,18,1,5,647.994,3239.97
411,20060701,6,SO46608,19,1,1,125.415,125.415
233,20060701,6,SO46608,20,1,6,28.8404,173.0424
427,20060701,6,SO46608,21,1,6,209.256,1255.536
297,20060701,6,SO46608,22,1,4,736.1455,2944.582
399,20060701,6,SO46608,23,1,4,33.7745,135.098
458,20060701,6,SO46608,24,1,8,44.994,359.952
462,20060701,6,SO46608,25,1,7,14.1289,98.9023
236,20060701,6,SO46608,26,1,10,28.8404,288.404
391,20060701,6,SO46608,27,1,1,88.932,88.932
394,20060701,6,SO46608,28,1,1,20.52,20.52
356,20060701,6,SO46608,29,1,3,1242.8518,3728.5554
453,20060701,6,SO46608,30,1,12,34.7942,417.5304
456,20060701,6,SO46608,31,1,9,44.994,404.946
393,20060701,6,SO46608,32,1,4,137.694,550.776
464,20060701,6,SO46608,33,1,5,14.1289,70.6445
221,20060701,6,SO46608,34,1,3,16.8221,50.4663
461,20060701,6,SO46608,35,1,3,53.994,161.982
213,20060701,6,SO46608,36,1,5,16.8221,84.1105
366,20060701,6,SO46608,37,1,2,647.994,1295.988
362,20060701,6,SO46608,38,1,5,1229.4589,6147.2945
445,20060701,6,SO46608,39,1,2,35.994,71.988
224,20060701,6,SO46608,40,1,11,5.0136,55.1496
360,20060701,6,SO46608,41,1,4,1229.4589,4917.8356
305,20060701,6,SO46608,42,1,2,736.1455,1472.291
459,20060701,6,SO46608,43,1,9,53.994,485.946
448,20060701,6,SO46608,44,1,11,11.5942,127.5362
364,20060701,6,SO46608,45,1,2,647.994,1295.988
421,20060701,6,SO46608,46,1,2,196.329,392.658
428,20060701,6,SO46608,47,1,2,209.256,418.512
460,20060701,6,SO46608,48,1,8,53.994,431.952
352,20060701,6,SO46608,49,1,6,1242.8518,7457.1108
412,20060701,6,SO46608,50,1,1,180.129,180.129
216,20060701,6,SO46608,51,1,10,16.8221,168.221
242,20060701,1,SO46609,1,1,2,780.8182,1561.6364
236,20060701,1,SO46609,2,1,1,28.8404,28.8404
439,20060701,1,SO46609,3,1,1,780.8182,780.8182
469,20060701,2,SO46610,1,1,11,22.0342,242.3762
412,20060701,2,SO46610,2,1,3,180.129,540.387
409,20060701,2,SO46610,3,1,1,209.256,209.256
362,20060701,2,SO46610,4,1,6,1229.4589,7376.7534
297,20060701,2,SO46610,5,1,1,736.1455,736.1455
420,20060701,2,SO46610,6,1,2,141.615,283.23
468,20060701,2,SO46610,7,1,1,22.794,22.794
367,20060701,2,SO46610,8,1,6,647.994,3887.964
419,20060701,2,SO46610,9,1,4,52.647,210.588
470,20060701,2,SO46610,10,1,35,18.995,664.825
352,20060701,2,SO46610,11,1,4,1242.8518,4971.4072
358,20060701,2,SO46610,12,1,1,1229.4589,1229.4589
411,20060701,2,SO46610,13,1,4,125.415,501.66
364,20060701,2,SO46610,14,1,3,647.994,1943.982
354,20060701,2,SO46610,15,1,8,1242.8518,9942.8144
421,20060701,2,SO46610,16,1,1,196.329,196.329
308,20060701,2,SO46610,17,1,1,744.2727,744.2727
366,20060701,2,SO46610,18,1,3,647.994,1943.982
428,20060701,2,SO46610,19,1,4,209.256,837.024
397,20060701,2,SO46610,20,1,2,24.2945,48.589
410,20060701,2,SO46610,21,1,3,36.447,109.341
420,20060701,1,SO46611,1,1,2,141.615,283.23
410,20060701,1,SO46611,2,1,5,36.447,182.235
447,20060701,1,SO46611,3,1,7,15,105
453,20060701,1,SO46611,4,1,5,35.994,179.97
401,20060701,1,SO46611,5,1,3,65.6018,196.8054
233,20060701,1,SO46611,6,1,9,28.8404,259.5636
367,20060701,1,SO46611,7,1,6,647.994,3887.964
230,20060701,1,SO46611,8,1,2,28.8404,57.6808
460,20060701,1,SO46611,9,1,2,53.994,107.988
458,20060701,1,SO46611,10,1,7,44.994,314.958
221,20060701,1,SO46611,11,1,5,16.8221,84.1105
213,20060701,1,SO46611,12,1,5,16.8221,84.1105
409,20060701,1,SO46611,13,1,7,209.256,1464.792
421,20060701,1,SO46611,14,1,3,196.329,588.987
236,20060701,1,SO46611,15,1,3,28.8404,86.5212
216,20060701,1,SO46611,16,1,2,16.8221,33.6442
354,20060701,1,SO46611,17,1,3,1242.8518,3728.5554
419,20060701,1,SO46611,18,1,1,52.647,52.647
468,20060701,1,SO46611,19,1,5,22.794,113.97
356,20060701,1,SO46611,20,1,6,1242.8518,7457.1108
397,20060701,1,SO46611,21,1,4,24.2945,97.178
360,20060701,1,SO46611,22,1,12,1188.477,14261.724
358,20060701,1,SO46611,23,1,10,1229.4589,12294.589
448,20060701,1,SO46611,24,1,3,11.994,35.982
428,20060701,1,SO46611,25,1,6,209.256,1255.536
456,20060701,1,SO46611,26,1,2,44.994,89.988
461,20060701,1,SO46611,27,1,3,53.994,161.982
366,20060701,1,SO46611,28,1,1,647.994,647.994
399,20060701,1,SO46611,29,1,6,33.7745,202.647
364,20060701,1,SO46611,30,1,9,647.994,5831.946
362,20060701,1,SO46611,31,1,8,1229.4589,9835.6712
464,20060701,1,SO46611,32,1,8,14.1289,113.0312
411,20060701,1,SO46611,33,1,2,125.415,250.83
427,20060701,1,SO46611,34,1,4,209.256,837.024
352,20060701,1,SO46611,35,1,2,1242.8518,2485.7036
365,20060701,1,SO46611,36,1,7,647.994,4535.958
469,20060701,1,SO46611,37,1,18,20.8945,376.101
470,20060701,1,SO46611,38,1,34,18.995,645.83
308,20060701,1,SO46611,39,1,7,744.2727,5209.9089
224,20060701,1,SO46611,40,1,3,5.1865,15.5595
239,20060701,1,SO46612,1,1,1,780.8182,780.8182
236,20060701,1,SO46612,2,1,1,28.8404,28.8404
242,20060701,1,SO46612,3,1,1,780.8182,780.8182
453,20060701,1,SO46612,4,1,1,35.994,35.994
352,20060701,1,SO46613,1,1,1,1242.8518,1242.8518
289,20060701,1,SO46613,2,1,2,744.2727,1488.5454
421,20060701,1,SO46613,3,1,1,196.329,196.329
456,20060701,6,SO46614,1,1,10,44.994,449.94
377,20060701,6,SO46614,2,1,3,1308.9375,3926.8125
370,20060701,6,SO46614,3,1,1,1466.01,1466.01
233,20060701,6,SO46614,4,1,9,28.8404,259.5636
236,20060701,6,SO46614,5,1,10,28.8404,288.404
414,20060701,6,SO46614,6,1,4,149.031,596.124
417,20060701,6,SO46614,7,1,3,324.4527,973.3581
381,20060701,6,SO46614,8,1,6,600.2625,3601.575
464,20060701,6,SO46614,9,1,11,13.6579,150.2369
327,20060701,6,SO46614,10,1,3,234.897,704.691
447,20060701,6,SO46614,11,1,11,14.5,159.5
263,20060701,6,SO46614,12,1,2,202.332,404.664
341,20060701,6,SO46614,13,1,3,469.794,1409.382
375,20060701,6,SO46614,14,1,6,1308.9375,7853.625
454,20060701,6,SO46614,15,1,7,35.994,251.958
335,20060701,6,SO46614,16,1,5,469.794,2348.97
445,20060701,6,SO46614,17,1,4,35.994,143.976
435,20060701,6,SO46614,18,1,2,324.4527,648.9054
424,20060701,6,SO46614,19,1,1,214.236,214.236
213,20060701,6,SO46614,20,1,10,16.8221,168.221
369,20060701,6,SO46614,21,1,6,1466.01,8796.06
325,20060701,6,SO46614,22,1,7,469.794,3288.558
422,20060701,6,SO46614,23,1,1,67.539,67.539
267,20060701,6,SO46614,24,1,2,202.332,404.664
265,20060701,6,SO46614,25,1,2,202.332,404.664
448,20060701,6,SO46614,26,1,4,11.994,47.976
273,20060701,6,SO46614,27,1,1,202.332,202.332
331,20060701,6,SO46614,28,1,4,469.794,1879.176
383,20060701,6,SO46614,29,1,1,600.2625,600.2625
257,20060701,6,SO46614,30,1,2,183.9382,367.8764
242,20060701,6,SO46614,31,1,3,780.8182,2342.4546
343,20060701,6,SO46614,32,1,7,469.794,3288.558
466,20060701,6,SO46614,33,1,4,14.1289,56.5156
224,20060701,6,SO46614,34,1,10,5.1865,51.865
245,20060701,6,SO46614,35,1,2,780.8182,1561.6364
216,20060701,6,SO46614,36,1,4,16.8221,67.2884
453,20060701,6,SO46614,37,1,5,35.994,179.97
239,20060701,6,SO46614,38,1,1,780.8182,780.8182
221,20060701,6,SO46614,39,1,11,16.8221,185.0431
439,20060701,6,SO46614,40,1,5,780.8182,3904.091
339,20060701,6,SO46614,41,1,2,469.794,939.588
286,20060701,6,SO46614,42,1,1,183.9382,183.9382
230,20060701,6,SO46614,43,1,6,28.8404,173.0424
415,20060701,6,SO46614,44,1,2,198.036,396.072
457,20060701,6,SO46614,45,1,4,44.994,179.976
368,20060701,6,SO46614,46,1,1,1466.01,1466.01
460,20060701,6,SO46614,47,1,9,53.994,485.946
403,20060701,6,SO46614,48,1,2,24.2945,48.589
280,20060701,6,SO46614,49,1,2,183.9382,367.8764
271,20060701,6,SO46614,50,1,2,202.332,404.664
461,20060701,6,SO46614,51,1,7,53.994,377.958
333,20060701,6,SO46614,52,1,3,469.794,1409.382
373,20060701,6,SO46614,53,1,6,1308.9375,7853.625
458,20060701,6,SO46614,54,1,2,44.994,89.988
337,20060701,6,SO46614,55,1,1,469.794,469.794
459,20060701,6,SO46614,56,1,3,53.994,161.982
385,20060701,6,SO46614,57,1,3,600.2625,1800.7875
329,20060701,6,SO46614,58,1,2,469.794,939.588
407,20060701,6,SO46614,59,1,2,65.6018,131.2036
462,20060701,6,SO46614,60,1,1,14.1289,14.1289
242,20060701,10,SO46615,1,1,2,780.8182,1561.6364
325,20060701,10,SO46615,2,1,2,469.794,939.588
329,20060701,10,SO46615,3,1,2,469.794,939.588
230,20060701,10,SO46615,4,1,3,28.8404,86.5212
439,20060701,10,SO46615,5,1,2,780.8182,1561.6364
239,20060701,10,SO46615,6,1,1,780.8182,780.8182
414,20060701,10,SO46615,7,1,2,149.031,298.062
323,20060701,10,SO46615,8,1,3,469.794,1409.382
415,20060701,10,SO46615,9,1,2,198.036,396.072
457,20060701,6,SO46616,1,1,1,44.994,44.994
323,20060701,6,SO46616,2,1,21,430.6445,9043.5345
454,20060701,6,SO46616,3,1,4,35.994,143.976
327,20060701,6,SO46616,4,1,13,234.897,3053.661
381,20060701,6,SO46616,5,1,7,600.2625,4201.8375
447,20060701,6,SO46616,6,1,2,15,30
254,20060701,6,SO46616,7,1,2,183.9382,367.8764
460,20060701,6,SO46616,8,1,16,49.4945,791.912
224,20060701,6,SO46616,9,1,13,5.0136,65.1768
385,20060701,6,SO46616,10,1,3,600.2625,1800.7875
441,20060701,6,SO46616,11,1,4,780.8182,3123.2728
445,20060701,6,SO46616,12,1,3,35.994,107.982
407,20060701,6,SO46616,13,1,3,65.6018,196.8054
458,20060701,6,SO46616,14,1,5,44.994,224.97
335,20060701,6,SO46616,15,1,4,469.794,1879.176
417,20060701,6,SO46616,16,1,7,324.4527,2271.1689
286,20060701,6,SO46616,17,1,4,183.9382,735.7528
453,20060701,6,SO46616,18,1,11,34.7942,382.7362
236,20060701,6,SO46616,19,1,6,28.8404,173.0424
433,20060701,6,SO46616,20,1,13,313.6376,4077.2888
213,20060701,6,SO46616,21,1,4,16.8221,67.2884
464,20060701,6,SO46616,22,1,4,14.1289,56.5156
271,20060701,6,SO46616,23,1,2,202.332,404.664
343,20060701,6,SO46616,24,1,14,454.1342,6357.8788
370,20060701,6,SO46616,25,1,7,1466.01,10262.07
403,20060701,6,SO46616,26,1,2,24.2945,48.589
462,20060701,6,SO46616,27,1,6,14.1289,84.7734
273,20060701,6,SO46616,28,1,1,202.332,202.332
459,20060701,6,SO46616,29,1,7,53.994,377.958
341,20060701,6,SO46616,30,1,2,469.794,939.588
329,20060701,6,SO46616,31,1,16,430.6445,6890.312
265,20060701,6,SO46616,32,1,3,202.332,606.996
321,20060701,6,SO46616,33,1,2,469.794,939.588
383,20060701,6,SO46616,34,1,3,600.2625,1800.7875
466,20060701,6,SO46616,35,1,5,14.1289,70.6445
267,20060701,6,SO46616,36,1,2,202.332,404.664
373,20060701,6,SO46616,37,1,12,1265.3063,15183.6756
221,20060701,6,SO46616,38,1,14,16.8221,235.5094
216,20060701,6,SO46616,39,1,8,16.8221,134.5768
263,20060701,6,SO46616,40,1,6,202.332,1213.992
233,20060701,6,SO46616,41,1,15,26.437,396.555
456,20060701,6,SO46616,42,1,9,44.994,404.946
333,20060701,6,SO46616,43,1,13,454.1342,5903.7446
257,20060701,6,SO46616,44,1,2,183.9382,367.8764
375,20060701,6,SO46616,45,1,6,1308.9375,7853.625
415,20060701,6,SO46616,46,1,4,198.036,792.144
422,20060701,6,SO46616,47,1,3,67.539,202.617
439,20060701,6,SO46616,48,1,4,780.8182,3123.2728
461,20060701,6,SO46616,49,1,1,53.994,53.994
448,20060701,6,SO46616,50,1,10,11.994,119.94
414,20060701,6,SO46616,51,1,3,149.031,447.093
368,20060701,6,SO46616,52,1,9,1466.01,13194.09
377,20060701,6,SO46616,53,1,4,1308.9375,5235.75
369,20060701,6,SO46616,54,1,6,1466.01,8796.06
239,20060701,6,SO46616,55,1,3,780.8182,2342.4546
424,20060701,6,SO46616,56,1,2,214.236,428.472
331,20060701,6,SO46616,57,1,7,469.794,3288.558
325,20060701,6,SO46616,58,1,9,469.794,4228.146
230,20060701,6,SO46616,59,1,6,28.8404,173.0424
389,20060701,6,SO46616,60,1,12,580.2538,6963.0456
435,20060701,6,SO46616,61,1,6,324.4527,1946.7162
339,20060701,6,SO46616,62,1,9,469.794,4228.146
242,20060701,6,SO46616,63,1,4,780.8182,3123.2728
429,20060701,6,SO46616,64,1,1,324.4527,324.4527
423,20060701,6,SO46616,65,1,3,165.231,495.693
263,20060701,4,SO46617,1,1,1,202.332,202.332
433,20060701,4,SO46617,2,1,2,324.4527,648.9054
343,20060701,4,SO46617,3,1,4,469.794,1879.176
286,20060701,4,SO46617,4,1,3,183.9382,551.8146
327,20060701,4,SO46617,5,1,4,234.897,939.588
422,20060701,4,SO46617,6,1,1,67.539,67.539
236,20060701,1,SO46618,1,1,3,28.8404,86.5212
445,20060701,1,SO46619,1,1,2,35.994,71.988
460,20060701,2,SO46620,1,1,5,53.994,269.97
461,20060701,2,SO46620,2,1,4,53.994,215.976
435,20060701,2,SO46620,3,1,2,324.4527,648.9054
368,20060701,2,SO46620,4,1,2,1466.01,2932.02
221,20060701,2,SO46620,5,1,2,16.8221,33.6442
254,20060701,2,SO46620,6,1,1,183.9382,183.9382
415,20060701,2,SO46620,7,1,4,198.036,792.144
453,20060701,2,SO46620,8,1,3,35.994,107.982
341,20060701,2,SO46620,9,1,3,469.794,1409.382
371,20060701,2,SO46620,10,1,4,1308.9375,5235.75
373,20060701,2,SO46620,11,1,2,1308.9375,2617.875
331,20060701,2,SO46620,12,1,4,469.794,1879.176
459,20060701,2,SO46620,13,1,4,53.994,215.976
383,20060701,2,SO46620,14,1,3,600.2625,1800.7875
456,20060701,2,SO46620,15,1,11,43.4942,478.4362
379,20060701,2,SO46620,16,1,1,1308.9375,1308.9375
335,20060701,2,SO46620,17,1,4,469.794,1879.176
339,20060701,2,SO46620,18,1,1,469.794,469.794
407,20060701,2,SO46620,19,1,3,65.6018,196.8054
321,20060701,2,SO46620,20,1,1,469.794,469.794
458,20060701,2,SO46620,21,1,3,44.994,134.982
233,20060701,2,SO46620,22,1,4,28.8404,115.3616
213,20060701,2,SO46620,23,1,2,16.8221,33.6442
325,20060701,2,SO46620,24,1,3,469.794,1409.382
329,20060701,2,SO46620,25,1,1,469.794,469.794
387,20060701,2,SO46620,26,1,1,600.2625,600.2625
263,20060701,2,SO46620,27,1,5,202.332,1011.66
224,20060701,2,SO46620,28,1,4,5.1865,20.746
422,20060701,2,SO46620,29,1,2,67.539,135.078
343,20060701,2,SO46620,30,1,3,469.794,1409.382
414,20060701,2,SO46620,31,1,3,149.031,447.093
381,20060701,2,SO46620,32,1,3,600.2625,1800.7875
333,20060701,2,SO46620,33,1,2,469.794,939.588
236,20060701,2,SO46620,34,1,2,28.8404,57.6808
433,20060701,2,SO46620,35,1,2,324.4527,648.9054
271,20060701,2,SO46620,36,1,3,202.332,606.996
447,20060701,2,SO46620,37,1,3,15,45
327,20060701,2,SO46620,38,1,3,234.897,704.691
216,20060701,2,SO46620,39,1,2,16.8221,33.6442
389,20060701,2,SO46620,40,1,1,600.2625,600.2625
377,20060701,2,SO46620,41,1,3,1308.9375,3926.8125
323,20060701,2,SO46620,42,1,1,469.794,469.794
273,20060701,2,SO46620,43,1,1,202.332,202.332
370,20060701,2,SO46620,44,1,5,1466.01,7330.05
369,20060701,2,SO46620,45,1,2,1466.01,2932.02
286,20060701,2,SO46620,46,1,1,183.9382,183.9382
464,20060701,2,SO46620,47,1,5,14.1289,70.6445
448,20060701,2,SO46620,48,1,4,11.994,47.976
230,20060701,2,SO46620,49,1,4,28.8404,115.3616
385,20060701,2,SO46620,50,1,1,600.2625,600.2625
414,20060701,3,SO46621,1,1,2,149.031,298.062
343,20060701,3,SO46621,2,1,2,469.794,939.588
415,20060701,3,SO46621,3,1,1,198.036,198.036
333,20060701,3,SO46621,4,1,3,469.794,1409.382
325,20060701,3,SO46621,5,1,1,469.794,469.794
323,20060701,3,SO46621,6,1,2,469.794,939.588
329,20060701,3,SO46621,7,1,2,469.794,939.588
327,20060701,3,SO46621,8,1,3,234.897,704.691
412,20060701,6,SO46622,1,1,1,180.129,180.129
410,20060701,6,SO46622,2,1,4,36.447,145.788
362,20060701,6,SO46622,3,1,5,1229.4589,6147.2945
297,20060701,6,SO46622,4,1,2,736.1455,1472.291
358,20060701,6,SO46622,5,1,2,1229.4589,2458.9178
469,20060701,6,SO46622,6,1,12,22.0342,264.4104
428,20060701,6,SO46622,7,1,4,209.256,837.024
352,20060701,6,SO46622,8,1,8,1242.8518,9942.8144
470,20060701,6,SO46622,9,1,27,18.995,512.865
411,20060701,6,SO46622,10,1,2,125.415,250.83
364,20060701,6,SO46622,11,1,6,647.994,3887.964
356,20060701,6,SO46622,12,1,3,1242.8518,3728.5554
360,20060701,6,SO46622,13,1,1,1229.4589,1229.4589
427,20060701,6,SO46622,14,1,1,209.256,209.256
366,20060701,6,SO46622,15,1,6,647.994,3887.964
419,20060701,6,SO46622,16,1,3,52.647,157.941
365,20060701,6,SO46622,17,1,3,647.994,1943.982
354,20060701,6,SO46622,18,1,4,1242.8518,4971.4072
468,20060701,6,SO46622,19,1,1,22.794,22.794
399,20060701,6,SO46622,20,1,2,33.7745,67.549
364,20060701,7,SO46623,1,1,1,647.994,647.994
420,20060701,7,SO46623,2,1,1,141.615,141.615
289,20060701,7,SO46623,3,1,2,744.2727,1488.5454
352,20060701,4,SO46624,1,1,3,1242.8518,3728.5554
470,20060701,4,SO46624,2,1,17,20.8945,355.2065
399,20060701,4,SO46624,3,1,3,33.7745,101.3235
308,20060701,4,SO46624,4,1,2,744.2727,1488.5454
468,20060701,4,SO46624,5,1,3,22.794,68.382
401,20060701,4,SO46624,6,1,1,65.6018,65.6018
297,20060701,4,SO46624,7,1,2,736.1455,1472.291
358,20060701,4,SO46624,8,1,5,1229.4589,6147.2945
409,20060701,4,SO46624,9,1,4,209.256,837.024
364,20060701,4,SO46624,10,1,5,647.994,3239.97
428,20060701,4,SO46624,11,1,10,209.256,2092.56
367,20060701,4,SO46624,12,1,1,647.994,647.994
421,20060701,4,SO46624,13,1,2,196.329,392.658
412,20060701,4,SO46624,14,1,2,180.129,360.258
397,20060701,4,SO46624,15,1,1,24.2945,24.2945
427,20060701,4,SO46624,16,1,2,209.256,418.512
410,20060701,4,SO46624,17,1,1,36.447,36.447
360,20060701,4,SO46624,18,1,8,1229.4589,9835.6712
366,20060701,4,SO46624,19,1,2,647.994,1295.988
362,20060701,4,SO46624,20,1,4,1229.4589,4917.8356
420,20060701,4,SO46624,21,1,1,141.615,141.615
459,20060701,4,SO46625,1,1,1,53.994,53.994
391,20060701,4,SO46625,2,1,3,88.932,266.796
412,20060701,4,SO46625,3,1,3,180.129,540.387
297,20060701,4,SO46625,4,1,3,736.1455,2208.4365
468,20060701,4,SO46625,5,1,2,22.794,45.588
399,20060701,4,SO46625,6,1,4,33.7745,135.098
464,20060701,4,SO46625,7,1,4,14.1289,56.5156
216,20060701,4,SO46625,8,1,4,16.8221,67.2884
224,20060701,4,SO46625,9,1,6,5.1865,31.119
448,20060701,4,SO46625,10,1,7,11.994,83.958
411,20060701,4,SO46625,11,1,3,125.415,376.245
358,20060701,4,SO46625,12,1,6,1229.4589,7376.7534
420,20060701,4,SO46625,13,1,4,141.615,566.46
401,20060701,4,SO46625,14,1,3,65.6018,196.8054
419,20060701,4,SO46625,15,1,1,52.647,52.647
221,20060701,4,SO46625,16,1,10,16.8221,168.221
365,20060701,4,SO46625,17,1,4,647.994,2591.976
308,20060701,4,SO46625,18,1,3,744.2727,2232.8181
460,20060701,4,SO46625,19,1,12,52.1942,626.3304
410,20060701,4,SO46625,20,1,2,36.447,72.894
305,20060701,4,SO46625,21,1,3,736.1455,2208.4365
360,20060701,4,SO46625,22,1,4,1229.4589,4917.8356
394,20060701,4,SO46625,23,1,1,20.52,20.52
356,20060701,4,SO46625,24,1,4,1242.8518,4971.4072
453,20060701,4,SO46625,25,1,6,35.994,215.964
409,20060701,4,SO46625,26,1,2,209.256,418.512
457,20060701,4,SO46625,27,1,4,44.994,179.976
445,20060701,4,SO46625,28,1,4,35.994,143.976
397,20060701,4,SO46625,29,1,8,24.2945,194.356
470,20060701,4,SO46625,30,1,12,22.0342,264.4104
364,20060701,4,SO46625,31,1,3,647.994,1943.982
294,20060701,4,SO46625,32,1,1,744.2727,744.2727
447,20060701,4,SO46625,33,1,4,15,60
466,20060701,4,SO46625,34,1,5,14.1289,70.6445
352,20060701,4,SO46625,35,1,2,1242.8518,2485.7036
230,20060701,4,SO46625,36,1,6,28.8404,173.0424
426,20060701,4,SO46625,37,1,3,209.256,627.768
458,20060701,4,SO46625,38,1,18,41.2445,742.401
396,20060701,4,SO46625,39,1,2,74.838,149.676
454,20060701,4,SO46625,40,1,1,35.994,35.994
393,20060701,4,SO46625,41,1,2,137.694,275.388
421,20060701,4,SO46625,42,1,4,196.329,785.316
236,20060701,4,SO46625,43,1,11,27.879,306.669
289,20060701,4,SO46625,44,1,1,744.2727,744.2727
456,20060701,4,SO46625,45,1,5,44.994,224.97
461,20060701,4,SO46625,46,1,4,53.994,215.976
362,20060701,4,SO46625,47,1,1,1229.4589,1229.4589
427,20060701,4,SO46625,48,1,2,209.256,418.512
213,20060701,4,SO46625,49,1,10,16.8221,168.221
462,20060701,4,SO46625,50,1,5,14.1289,70.6445
233,20060701,4,SO46625,51,1,8,28.8404,230.7232
367,20060701,4,SO46625,52,1,3,647.994,1943.982
469,20060701,4,SO46625,53,1,7,22.794,159.558
464,20060701,7,SO46626,1,1,3,14.1289,42.3867
458,20060701,7,SO46626,2,1,4,44.994,179.976
230,20060701,7,SO46626,3,1,2,28.8404,57.6808
419,20060701,7,SO46626,4,1,1,52.647,52.647
362,20060701,7,SO46626,5,1,3,1229.4589,3688.3767
460,20060701,7,SO46626,6,1,4,53.994,215.976
365,20060701,7,SO46626,7,1,2,647.994,1295.988
366,20060701,7,SO46626,8,1,1,647.994,647.994
221,20060701,7,SO46626,9,1,3,16.8221,50.4663
308,20060701,7,SO46626,10,1,1,744.2727,744.2727
428,20060701,7,SO46626,11,1,4,209.256,837.024
421,20060701,7,SO46626,12,1,2,196.329,392.658
367,20060701,7,SO46626,13,1,4,647.994,2591.976
213,20060701,7,SO46626,14,1,2,16.8221,33.6442
459,20060701,7,SO46626,15,1,5,53.994,269.97
358,20060701,7,SO46626,16,1,8,1229.4589,9835.6712
236,20060701,7,SO46626,17,1,3,28.8404,86.5212
409,20060701,7,SO46626,18,1,2,209.256,418.512
427,20060701,7,SO46626,19,1,5,209.256,1046.28
453,20060701,7,SO46626,20,1,10,35.994,359.94
412,20060701,7,SO46626,21,1,1,180.129,180.129
448,20060701,7,SO46626,22,1,2,11.994,23.988
