10688,Dear My Friends,International TV Shows; Korean TV Shows; TV Dramas,Life is ever-delightful — and ever-challenging — for a group of friends in their twilight years as they rediscover themselves through love and family.,Shin Gu; Kim Yeong-ok; Kim Hye-ja; Na Mun-hee; Ju Hyun; Youn Yuh-jung; Park Won-suk; Go Du-sim; Ko Hyun-jung
10689,Dear Santa,Comedies; Romantic Movies,Finding a letter mailed to Santa by a girl asking for a new wife for her daddy twentysomething Crystal sets out to make the girl's wishes come true.,Amy Acker; David Haydn-Jones; Patrick Creery; Gina Holden; James Dugan; Margherita Donato; Brooklynn Proulx; James D. Hopkin; Bob Irvine
10690,Dear White People,TV Comedies; TV Dramas,"Students of color navigate the daily slights and slippery politics of life at an Ivy League college that's not nearly as ""post-racial"" as it thinks.",Logan Browning; Brandon P. Bell; DeRon Horton; Antoinette Robertson; John Patrick Amedori; Ashley Blaine Featherson; Marque Richardson; Giancarlo Esposito
10691,Dear Zindagi,Comedies; Dramas; International Movies,A young cinematographer with a bright professional future and a lack of empathy learns the importance of balancing ambition with humanity.,Alia Bhatt; Shah Rukh Khan; Ira Dubey; Yashaswini Dayama; Gautmik; Raj Bhansali; Rohit Saraf; Atul Kale; Kunal Kapoor; Angad Bedi; Ali Zafar; Aditya Roy Kapoor
10692,Death at a Funeral,Comedies,When a Los Angeles family's patriarch dies his dutiful eldest son plans the funeral – which becomes a fiasco thanks to a colorful cast of attendees.,Chris Rock; Martin Lawrence; Tracy Morgan; Danny Glover; James Marsden; Luke Wilson; Zoe Saldana; Regina Hall; Columbus Short; Peter Dinklage; Kevin Hart; Loretta Devine; Regine Nehy; Keith David; Ron Glass
10693,Death by Magic,Reality TV,Magician Drummond Money-Coutts travels the globe sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.,Drummond Money-Coutts
10694,Death Can Wait,Comedies; International Movies,After learning he may die soon a modest accountant pulls off a shady money scheme and heads to Europe where he's faced with a life-or-death situation.,Ricardo Quevedo; Nelson Polanía; Liss Pereira; Brian Moreno; Ana Cristina Botero; Jairo Ordóñez; Luis Alberto Saavedra; Blanca Ligia Franco; Marianne Schaller Romero; Shirley Marulanda
10695,Death House,Horror Movies,Two federal agents battle through an army of rioting prisoners – and their sense of reality – inside a high-tech prison modeled after Dante’s Inferno.,Cody Longo; Cortney Palm; Adrienne Barbeau; Michael Berryman; Barbara Crampton; Sid Haig; Gunnar Hansen; Lindsay Hartley; Kane Hodder; Lloyd Kaufman; Camille Keaton; Bill Moseley; Tony Todd; Dee Wallace; Vincent Ward; Vernon Wells
10696,DEATH NOTE,Anime Series; Crime TV Shows; International TV Shows,When a Japanese high schooler comes into possession of a mystical notebook he finds he has the power to kill anybody whose name he enters in it.,Kappei Yamaguchi; Alessandro Juliani; Mamoru Miyano; Brad Swaile; Ai Satou; Saffron Henderson; Akeno Watanabe; Lisa Ann Beley; Aya Hirano; Shannon Chan-Kent; Haruka Kudo; Kelly Metzger; Hideo Ishikawa; Brian Dobson; Hiroki Takahashi; Sam Vincent; Shido Nakamura; Brian Drummond; Naoya Uchida; Chris Britton
10697,Death Note,Horror Movies; Thrillers,Light Turner finds a supernatural notebook and uses it to mete out death attracting the attention of a detective a demon and a girl in his class.,Willem Dafoe; Nat Wolff; Lakeith Stanfield; Margaret Qualley; Shea Whigham; Paul Nakauchi; Jason Liles
10698,Death of Me,Horror Movies,With no memory of the previous night a vacationing couple uncovers a disturbing personal video that inexplicably shows one of them killing the other.,Maggie Q; Luke Hemsworth; Alex Essoe; Ingkarat Jaraswongkosol; Kelly B. Jones; Caledonia Burr
10699,Death Race: Beyond Anarchy,Action & Adventure,"An ex-racecar driver is sent to a barbaric prison where to get pardoned he must defeat the inmate known as Frankenstein in a lethal ""Death Race.""",Zach McGowan; Danny Glover; Frederick Koehler; Danny Trejo; Christine Marzano; Cassie Clare; Yennis Cheung; Lucy Aarden
10700,Death to 2020,Comedies,"As the year we all want to end finally does take a look back at 2020's mad glory in this comedic retrospective from the creators of ""Black Mirror.""",Samuel L. Jackson; Hugh Grant; Lisa Kudrow; Kumail Nanjiani; Tracey Ullman; Samson Kayo; Leslie Jones; Diane Morgan; Cristin Milioti; Joe Keery
10701,Deathgrip,International Movies; Sports Movies,Mountain bikers – including legend Brendan Fairclough – put their skills to the test and engage in daring feats set against vivid backdrops.,Brendan Fairclough; Olly Wilkins; Kyle Jameson; Andrew Neethling; Nico Vink; Ryan Howard; Sam Hill; Josh Bryceland; Brandon Semenuk
10702,Dedemin Fisi,Comedies; International Movies,When a brain-dead family patriarch is about to be taken off life support his extended family gathers round and plots to see who'll get his money.,Onur Buldu; Alper Kul; Erdem Yener; Onur Atilla; Özge Borak; Doğa Rutkay; Meltem Yılmazkaya; İrem Sak
10703,Dedh Ishqiya,Comedies; Dramas; International Movies,After failing to win the heart of an aristocrat's widow a thief plans to abduct her only to discover that there are others with the same idea.,Naseeruddin Shah; Madhuri Dixit; Arshad Warsi; Huma Qureshi; Vijay Raaz; Manoj Pahwa; Salman Shahid
10704,Deep,Dramas; International Movies; Thrillers,Four insomniac med school students are lured into a neuroscience experiment that spirals out of control — and must find a way out before it’s too late.,Panisara Rikulsurakan; Kay Lertsittichai; Supanaree Sutavijitvong; Krit Jeerapattananuwong; Warisara Jitpreedasakul; Dujdao Vadhanapakorn; Kim Waddoup; Philaiwan Khamphirathat; Wongsakorn Rassamitat; Bhumibhat Thavornsiri
10705,Deep Blue Sea,Action & Adventure; Horror Movies; Sci-Fi & Fantasy,Scientists conduct research on sharks in search of an Alzheimer's cure. But a dangerous shortcut leads to huge sharks with near-human intelligence.,Thomas Jane; Saffron Burrows; Samuel L. Jackson; Jacqueline McKenzie; Michael Rapaport; Stellan Skarsgård; LL Cool J; Aida Turturro; Cristos; Daniel Rey
10706,Deep Undercover Collection,Crime TV Shows; Docuseries,"Former FBI agent Joe Pistone the real-life ""Donnie Brasco"" hosts this series that reveals the true stories of undercover crime-fighting operations.",Dave B. Mitchell
10707,Deep Water,Crime TV Shows; International TV Shows; TV Dramas,Back in Bondi Beach where she grew up DC Tori Lustigman investigates a gay man's murder and finds a link to her brother's death decades earlier.,Noah Taylor; Yael Stone; Jeremy Lindsay Taylor; Danielle Cormack; Ben Oxenbould; Dan Spielman; Craig McLachlan; William McInnes; Olivia McNamara; John Brumpton; Simon Burke; Simon Elrahi; Victoria Haralabidou; Renee Lim; Julian Maroun; George Harrison Xanthis
10708,Deewana Main Deewana,Comedies; Dramas; International Movies,A man's instant attraction to a woman becomes an obsession as he adopts a friend's identity and even commits murder in order to get closer to her.,Govinda; Priyanka Chopra; Kader Khan; Prem Chopra; Shakti Kapoor; Sharat Saxena; Himani Shivpuri; Johnny Lever
10709,Deewangee,International Movies; Thrillers,Hired by a singer to defend her friend who has been accused of murder a formidable lawyer learns that the man he represents may not be innocent.,Ajay Devgn; Akshaye Khanna; Urmila Matondkar; Farida Jalal; Vijayendra Ghatge
10710,Def Comedy Jam 25,Stand-Up Comedy,"In this special live event giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",Dave Chappelle; Steve Harvey; Cedric the Entertainer; Martin Lawrence; Tiffany Haddish; Katt Williams; Craig Robinson; D.L. Hughley; Eddie Griffin; J.B. Smoove; Joe Torry; Kid Capri; Mike Epps; Sheryl Underwood; Tracy Morgan; Deon Cole
10711,Defiance,Action & Adventure; Dramas,In this action-packed drama based on an extraordinary true story four brothers protect more than 1000 Jewish refugees during World War II.,Daniel Craig; Liev Schreiber; Jamie Bell; Alexa Davalos; Allan Corduner; Mark Feuerstein; Tomas Arana; Jodhi May; Kate Fahy; Iddo Goldberg; George MacKay; Iben Hjejle; Martin Hancock; Jacek Koman; Ravil Isyanov
10712,Defying the Nazis: The Sharps' War,Documentaries,This film documents the story of minister Waitstill Sharp and his wife Martha who risked everything to save thousands of refugees fleeing the Nazis.,Tom Hanks; Marina Goldman
10713,Degrassi: Next Class,International TV Shows; TV Dramas; Teen TV Shows,Degrassi's next generation of high-tech newbies and returning students navigates real-world high school drama. If you're a teen this is your life.,Amanda Arcuri; Amir Bageria; Soma Bhatia; Jamie Bloch; Stefan Brogren; Chelsea Clark; Reiya Downs; Ana Golja; Nikki Gould; Ricardo Hoyos; Ehren Kassam; Andre Kim; Lyle Lettau; Spencer MacPherson; Eric Osborne; Dante Scott; Olivia Scriven; Sara Waisglass; Richard Walters
10714,Deidra & Laney Rob a Train,Comedies; Dramas; Independent Movies,With their mother in jail and bills piling up ambitious small-town teens Deidra and Laney plot a series of train robberies to keep themselves afloat.,Rachel Crow; Ashleigh Murray; Sasheer Zamata; Danielle Nicolet; David Sullivan; Tim Blake Nelson; Missi Pyle; Arturo Castro; Sharon Lawrence; Brooke Markham; Kinna McInroe; Myko Olivier; Lance Gray
10715,Déjà Vu,International TV Shows; Romantic TV Shows; TV Dramas,After losing everything a prima ballerina accepts a stranger's offer to dial back time and reclaim what was taken from her – but at a great price.,Mandy Wei; Yao Yuan Hao; Wang Si Ping; Yang Zheng; Jenna Wang; Nylon Chen
10716,Delhi 6,Dramas; International Movies,In the ancient walled city of Delhi an American-born Indian finds himself on an unexpected inner journey as he learns about himself and his roots.,Abhishek Bachchan; Sonam Kapoor; Waheeda Rehman; Om Puri; Prem Chopra; Atul Kulkarni; Pavan Malhotra; Divya Dutta; Deepak Dobriyal; Sheeba Chaddha
10717,Delhi Belly,Action & Adventure; Comedies; International Movies,Three flatmates get involved in the shady business belonging to one roomie's fiancé and discover that a global crime syndicate is gunning for them.,Imran Khan; Vir Das; Kunaal Roy Kapur; Poorna Jagannathan; Shenaz Treasury; Vijay Raaz; Paresh Ganatra; Rahul Singh
10718,Delhi Crime,Crime TV Shows; International TV Shows; TV Dramas,As Delhi reels in the aftermath of a gang rape DCP Vartika Chaturvedi leads a painstaking search for the culprits. Based on the 2012 Nirbhaya case.,Shefali Shah; Rajesh Tailang; Rasika Dugal; Adil Hussain; Vinod Sharawat; Mridul Sharma; Gopal Dutt Tiwari; Anurag Arora; Gaurav Rana; Yashaswini Dayama
10719,Deliha,Comedies; International Movies; Romantic Movies,Short on sense but long on self-confidence dotty Deliha sets her sights on a hunky photographer who opens up shop in her neighborhood.,Gupse Özay; Barış Arduç; Cihan Ercan
10720,Deliha 2,Comedies; International Movies,While chasing her dream of becoming a chef Zeliha cooks up trouble in the kitchen with her wild kooky and unsuspecting ways.,Gupse Özay; Eda Ece; Aksel Bonfil; Derya Alabora; Esin Eden; Hülya Duyar; Ali Çelik; Mert Öner
10721,Delirium,Horror Movies; Thrillers,A man with a history of mental issues moves into his late parents' mansion and comes to suspect his new home may be haunted.,Topher Grace; Genesis Rodriguez; Patricia Clarkson; Callan Mulvey; Robin Thomas; Daisy McCrackin
10722,DeMarcus Family Rules,Reality TV,Rascal Flatts bassist Jay DeMarcus and ex-beauty queen Allison DeMarcus write their own rules for juggling family and fun in this reality show.,
10723,Demetri Martin: Live (At the Time),Stand-Up Comedy,"Demetri Martin brings his off-kilter take on acoustic guitar hairless cats color schemes and the word ""nope"" to Washington in his original special.",Demetri Martin
10724,Demetri Martin: The Overthinker,Stand-Up Comedy,With his signature one-liners and drawings Demetri Martin muses on doughnut holes dogs sports bars the alphabet's most aggressive letters and more.,Demetri Martin
10725,Democrats,Documentaries; International Movies,After Zimbabwe's disputed 2008 election results political enemies are asked to write a new constitution and save their country from a bleak future.,
10726,Demon Slayer: Kimetsu no Yaiba,Anime Series; International TV Shows,After a demon attack leaves his family slain and his sister cursed Tanjiro embarks upon a perilous journey to find a cure and avenge those he's lost.,Natsuki Hanae; Akari Kito; Hiro Shimono; Yoshitsugu Matsuoka; Takahiro Sakurai; Hochu Otsuka; Yuki Kaji; Ai Kakuma; Nobuhiko Okamoto; Toshiyuki Morikawa; Aoi Yuki; Shiori Izawa; Daisuke Namikawa; Takumi Yamazaki; Hikaru Midorikawa; Takehito Koyasu
10727,Demonic,Horror Movies; Independent Movies,When amateur ghost hunters visit an abandoned house their investigation turns into a massacre leaving questions for a detective and a psychologist.,Maria Bello; Frank Grillo; Cody Horn; Dustin Milligan; Megan Park; Scott Mechlowicz; Aaron Yoo; Alex Goode; Terence Rosemore; Jesse Steccato
10728,Demon's Path,Crime TV Shows; International TV Shows; TV Dramas,To catch three criminal masterminds a group of cops teams up with a forensic pathologist who can see a murder victim's final moments before death.,Wai Ai; Jim Chim Sui Man; Kwok-Pong Chan; Felix Lok; Sham Ka Ki; Elanne Kong; Kate Yeung; Ong Yi-hing; Sunny Lau
10729,Den of Thieves,Action & Adventure,A highly skilled crew of bank robbers plotting a heist at the supposedly impenetrable Federal Reserve faces off against an elite unit of L.A. cops.,Gerard Butler; Pablo Schreiber; O'Shea Jackson Jr.; 50 Cent; Meadow Williams; Maurice Compte; Brian Van Holt; Evan Jones; Mo McRae; Kaiwi Lyman
10730,Denis Leary: No Cure For Cancer,Stand-Up Comedy,In the stand-up performance that made him a legend comedian Denis Leary caustically holds forth on nonsmokers vegetarians and other undesirables.,Denis Leary
10731,Dennis and Gnasher Unleashed,British TV Shows; Kids' TV; TV Comedies,Fearless Dennis his loyal dog Gnasher and best friends Rubi JJ and Pieface quench their thirst for adventure by wreaking havoc all over Beanotown.,Freddie Fox; Kathryn Drysdale; Rasmus Hardiker; Joanna Ruiz; Ryan Sampson; Kelly Marie Stewart
10732,Dennis the Menace,Children & Family Movies; Comedies,The bane of George's life is a little boy named Dennis. But when a cunning thief attempts to rob George Dennis may be the only one who can stop him.,Walter Matthau; Mason Gamble; Joan Plowright; Christopher Lloyd; Lea Thompson; Robert Stanton; Paul Winfield
10733,Deon Cole: Cole Hearted,Stand-Up Comedy,"Embracing his belief that comedy is the last raw form of expression Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",Deon Cole
10734,Department,Action & Adventure; International Movies,Two cops form a task force to take down two mobsters but when a sinister politician enters the picture dubious loyalties and motives come to light.,Amitabh Bachchan; Sanjay Dutt; Rana Daggubati; Vijay Raaz; Abhimanyu Singh; Madhu Shalini; Deepak Tijori; Anjana Sukhani; Manchu Lakshmi
10735,Deranged,Dramas; International Movies,A substitute teacher and an obsessive student begin an illicit affair that endangers everyone involved and blurs the line between predator and prey.,Nadia Buari; Ramsey Nouah; Zynnell Zuh; Priscilla Opoku Agyeman; Jason E.L Agha; Lisbeth Lopez Acquah; Henry Prempeh; Pascaline Edwards; Prince Mingle; Kelvin Boateng
10736,DeRay Davis: How to Act Black,Stand-Up Comedy,Dynamic comic DeRay Davis hits the stage like a ball of fire nailing the finer points of living dating and handling show business as a black man.,DeRay Davis
10737,Dérè: An African Tale,International TV Shows; Romantic TV Shows; TV Dramas,After experiencing a tragic loss a woman must resist a new family dynamic that could control the future of her father's company and her life.,Weruche Opia; Gbenro Ajibade; Ireti Doyle; Keppy Ekpenyong; Carol King; Shaffy Bello; Tosan Edremoda Ugbeye; Nina Iphechukwude Anyianuka; Pearl Nkiru Waturuocha; Emmanuel Ikubese; Omowunmi Dada; Paul Adams; Charles Ukpong; Monica Friday; Kevin Ushi
10738,Derek,British TV Shows; International TV Shows; TV Comedies,Ricky Gervais created and stars in this heartwarming comedy-drama series as a loyal English nursing home caretaker who sees only the good in everyone.,Ricky Gervais; Kerry Godliman; Karl Pilkington; David Earl; Kay Noone; Tim Barlow; Arthur Nightingale; Sheila Collings; Margaret Towner; Barry Martin; Prem Modgil; Blanche Williams; Ninette Finch; Brett Goldstein; Ruth Bratt; Holli Dempsey
10739,Derren Brown: Miracle,International Movies,"Illusionist Derren Brown reinvents the concept of ""faith healing” through a series of stunts that debunk the confines of fear pain and disbelief.",Derren Brown
10740,Derren Brown: Sacrifice,Movies,Illusionist Derren Brown concocts a psychological experiment in which he tries to manipulate an ordinary person into taking a bullet for a stranger.,Derren Brown
10741,Derren Brown: The Push,Movies,Mentalist Derren Brown engineers an audacious social experiment demonstrating how manipulation can lead an ordinary person to commit an appalling act.,Derren Brown
10742,Derry Girls,British TV Shows; International TV Shows; TV Comedies,Amidst the political conflict of Northern Ireland in the 1990s five high school students square off with the universal challenges of being a teenager.,Saoirse-Monica Jackson; Nicola Coughlan; Louisa Harland; Jamie-Lee O'Donnell; Dylan Llewellyn; Tara Lynne O'Neill; Kathy Kiera Clarke; Tommy Tiernan; Ian McElhinney; Siobhan McSweeney
10743,Designated Survivor,Crime TV Shows; TV Dramas; TV Thrillers,America's fate rests in the hands of a low-level official after an attack on Washington decimates the government in this gripping political thriller.,Kiefer Sutherland; Natascha McElhone; Maggie Q; Kal Penn; Adan Canto; Italia Ricci; LaMonica Garrett; Tanner Buchanan; Ben Lawson; Paulo Costanzo; Zoe McLellan
10744,Designated Survivor: 60 Days,International TV Shows; Korean TV Shows; TV Dramas,When the National Assembly suffers a catastrophic attack Minister of Environment Park Mu-jin must find a way to lead Korea through the ensuing chaos.,Ji Jin-hee; Lee Jun-hyuk; Heo Jun-ho; Kang Han-na; Bae Jong-ok; Kim Gyu-ri; Son Suk-ku; Choi Yoon-young; Lee Moo-saeng
10745,Desire,Dramas; International Movies; Romantic Movies,A young woman arrives at her estranged sister's wedding to mend fences but falls prey to lust when she meets the groom.,Carolina Ardohain; Mónica Antonópulos; Guilherme Winter; Juan Sorini; Andrea Frigerio
10746,Desolate,Dramas; Thrillers,In a severe drought-ravaged dystopia the youngest of a farm family starts a quest for revenge after his brothers betray him and leave him for dead.,Will Brittain; Callan Mulvey; Tyson Ritter; Bill Tangradi; Natasha Bassett; James Russo; Jonathan Rosenthal; Juston Street; Mark Kassen; Takuya Iba; Michael Rhys Kan; Jack Conley; Trieu Tran
10747,Desolation,Horror Movies; Thrillers,Along with her son and best friend a grieving widow hikes into the woods to scatter her late husband's ashes only to discover they're being stalked.,Jaimi Paige; Alyshia Ochse; Toby Nichols; Claude Duhamel
10748,Desperados,Comedies; Romantic Movies,After drunkenly sending a cringeworthy email hopeless romantic Wes heads to Mexico with her best friends to erase the note before her new love reads it.,Nasim Pedrad; Anna Camp; Lamorne Morris; Heather Graham; Robbie Amell; Sarah Burns; Jessica Chaffin
10749,Despido Procedente,Comedies; International Movies,A Spaniard working in Argentina sees his life upended after accidentally giving bad directions to a passerby who demands compensation for the error.,Imanol Arias; Darío Grandinetti; Hugo Silva; Luis Luque; Miguel Ángel Solá; Tomás Pozzi; Valeria Alonso
10750,Despite Everything,Comedies; International Movies; Romantic Movies,After their mother's death four sisters learn a shocking family secret and embark on an adventure to discover the truth about their genealogy.,Blanca Suárez; Macarena García; Amaia Salamanca; Belén Cuesta; Maxi Iglesias; Juan Diego; Joaquín Climent; Carlos Bardem; Emilio Gutiérrez Caba; Tito Valverde; Teresa Rabal; Rossy de Palma; Marisa Paredes
10751,Destiny,Dramas; International Movies,In 12th-century Spain a philosopher and his profound teachings jeopardize the caliph he serves when political rivals threaten a government upheaval.,Nour El-Sherif; Laila Elwi; Mahmoud Hemeida; Safia el-Emari; Mohamed Mounir; Khaled El Nabawy; Seif Abdelrahman; Abdalla Mahmoud; Ahmed Fouad Selim; Magdi Idris
10752,Detention,International TV Shows; TV Dramas; TV Horror,A tormented student uncovers unsettling secrets at her remote high school as betrayal and a paranormal encounter upend her life.,Li Lingwei; Han Ning; Huang Guanzhi; Jack Yao; Hsia Teng-hung; David Chao; Luo Guanxu; Wu Kunda; Serena Fang; Carol Cheng; Chang Han
10753,Detention Letter,Action & Adventure; International Movies,A man begins to regret his choices when his brother decides to join him as a member of the same terrorist organization.,Mohamed Ramadan; Dina El-Sherbiny; Eyad Nassar; Sayed Rajab; Walid Fawaz; Eman El-Assy
10754,Detour,Thrillers,Convinced his stepfather caused the crash that left his mother in a coma a law student drunkenly agrees to his murder then can't rescind the deal.,Tye Sheridan; Bel Powley; Emory Cohen; Gbenga Akinnagbe; Jared Abrahamson; John Lynch; Stephen Moyer
10755,Deuces,Dramas,Assigned to go undercover to take down an impenetrable crime ring a detective finds himself falling under the sway of its enigmatic leader.,Larenz Tate; Meagan Good; Lance Gross; Antonique Smith; La La Anthony; Rick Gonzalez; Rotimi; Andra Fuller
10756,Dev.D,Dramas; International Movies; Romantic Movies,Because they come from different castes the son of a tax collector and his true love are not allowed to marry sending them down divergent paths.,Abhay Deol; Mahie Gill; Kalki Koechlin; Sindbad Phgura; Ammo 'Too Sweet'; Jimi the Quiff; Parakh Madan
10757,Deviant Love,Thrillers,In a tailspin after her marriage collapses Jamie falls for a helpful gentleman whose interest in her welfare hides sinister motives.,Emma Bell; Nick Ballard; Bradley Bundlie; Gail O'Grady; Corbin Timbrook; Kate Lang Johnson; Robert Adamson; Caia Coley; Alicia James; Sotida Arpon
10758,Devilman Crybaby,Anime Series; International TV Shows; TV Horror,With demons reawakened and humanity in turmoil a sensitive demon-boy is led into a brutal degenerate war against evil by his mysterious friend Ryo.,Kouki Uchiyama; Ayumu Murase; Megumi Han; Ami Koshimizu; Atsuko Tanaka; Rikiya Koyama; Avu-chan; Kenjiro Tsuda; KEN THE 390; Subaru Kimura; Young Dais; Hannya; AFRA
10759,Devil's Bride,Dramas; International Movies,On a small Finnish island in 1666 a teenage girl in love with a married fisherman becomes the center of a tragic witch hunt and power struggle.,Tuulia Eloranta; Magnus Krepper; Elin Petersdottir; Claes Malmberg; Kaija Pakarinen; Antti Reini; Lauri Tanskanen; Johanna af Schultén; Maria Sid; Pirkko Hämäläinen; Sonja Halla-aho
10760,Devil's Gate,Horror Movies; Sci-Fi & Fantasy; Thrillers,Seeking a missing woman in North Dakota an FBI agent and a sheriff focus on her religious zealot husband but discover something far more sinister.,Amanda Schull; Milo Ventimiglia; Shawn Ashmore; Bridget Regan; Jonathan Frakes; Sarah Constible; Spencer Drever; Javier Botet
10761,Devlok with Devdutt Pattanaik,International TV Shows,Through chats with host Rasika Dugal mythologist Devdutt Pattanaik explores the meaning and modern-day relevance of Indian folklore and philosophy.,Rasika Dugal; Devdutt Pattanaik
10762,Devrai,Dramas; International Movies,After science student Shesh Shahi – a shy eccentric with a strange connection to nature – is examined by a team of mental hospital doctors a gripping portrait of schizophrenia emerges.,Atul Kulkarni; Sonali Kulkarni; Tushar Dalvi; Devika Daftardar; Amruta Subhash; Mohan Agashe; Ashwin Chitale; Jyoti Subhash
10763,Dexter,Crime TV Shows; TV Dramas; TV Mysteries,By day mild-mannered Dexter is a blood-spatter analyst for the Miami police. But at night he is a serial killer who only targets other murderers.,Michael C. Hall; Jennifer Carpenter; David Zayas; James Remar; C.S. Lee; Lauren Vélez; Desmond Harrington; Julie Benz; Christina Robinson; Geoff Pierson
10764,Dhamaal,Action & Adventure; Comedies; International Movies,Tipped off about buried money in Goa four ne’er-do-well friends go on the hunt chased by a police officer who wants the treasure for himself.,Sanjay Dutt; Riteish Deshmukh; Arshad Warsi; Aashish Chaudhary; Javed Jaffrey; Prem Chopra; Asrani; Tiku Talsania
10765,Dhan Dhana Dhan Goal,Dramas; International Movies; Music & Musicals,In a last-ditch effort the jaded coach of the Southall United Football Club assembles a ragtag team and helps lead the team to a comeback season.,John Abraham; Bipasha Basu; Arshad Warsi; Shernaz Patel; Boman Irani; Dibyendu Bhattacharya; Gilbert Montoya; Dalip Tahil; Rajendranath Zutshi
10766,Dhanak,Comedies; Dramas; Independent Movies,A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.,Krrish Chhabria; Hetal Gada; Vipin Sharma; Gulfam Khan; Suresh Menon; Vijay Maurya; Rajiv Lakshman; Ninad Kamat
10767,Dharam Sankat Mein,Comedies; Dramas; International Movies,After learning he was adopted from a Muslim couple a Hindu man seeks his birth father but finds he must confront his bigotry to realize his quest.,Paresh Rawal; Annu Kapoor; Alka Badola Kaushal; Auritra Ghosh; Naseeruddin Shah; Manoj Raghubir Sharma; Rushita Pandya; Murli Sharma
10768,Dharmakshetra,International TV Shows; TV Dramas; TV Sci-Fi & Fantasy,After the ancient Great War the god Chitragupta oversees a trial to determine who were the battle's true heroes and villains.,Kashmira Irani; Chandan Anand; Dinesh Mehta; Ankit Arora; Pushkar Goggiaa; Anjali Rana; Aarya DharmChand Kumar; Amit Behl; Maleeka Ghai
10769,Dhh,Children & Family Movies; Dramas; International Movies,Convinced only a miracle can save them from failing school exams a trio of friends seek help from a magician. To their surprise he gamely complies.,Naseeruddin Shah; Kahaan; Kuldeep Sodha
10770,Dhia Sofea,International TV Shows; TV Dramas,After discovering that she was adopted as an infant a young woman embarks on a perilous quest to connect with her biological mother.,Amyra Rosli; Fadlan Hazim; Maria Farida; Sharifah Haslinda; Syafiq Kyle; Sasqia Dahuri; Raja Ema; Faye Kusairi; Puteri Octovia; Roy Azman; Norlia Ghani
10771,Dhobi Ghat (Mumbai Diaries),Dramas; International Movies,In this intimate drama circumstances draw together four people from different castes – which would normally preclude them from forming friendships.,Aamir Khan; Monica Dogra; Kriti Malhotra; Prateik Babbar; Aasha Pawar; Jyoti Pawar; Norma Lobo; Kitu Gidwani; Danish Husain; Jehan Manekshaw
10772,Dhoondte Reh Jaoge,Comedies; International Movies; Music & Musicals,An accountant and a producer hatch a scheme to finance a movie while making every effort to ensure that it flops so they may pocket the difference.,Paresh Rawal; Kunal Khemu; Sonu Sood; Soha Ali Khan; Johnny Lever; Dilip Joshi; Asrani; Malay Chakrabarty; Razak Khan; Hrishitaa Bhatt
10773,Di Renjie zhi Sidatianwang,Action & Adventure; International Movies; Sci-Fi & Fantasy,Framed by an empress who plans to steal a dragon-taming mace imperial magistrate Dee Renjie soon uncovers a greater plot that threatens the kingdom.,Mark Chao; Feng Shaofeng; Kenny Lin; Carina Lau; Ethan Juan; Sandra Ma
10774,Diablero,International TV Shows; Spanish-Language TV Shows; TV Action & Adventure,When a young girl goes missing in a big city a desperate priest joins a demon hunter and his motley crew on an otherworldly mission to find her.,Christopher Von Uckermann; Horacio García Rojas; Gisselle Kuri; Fátima Molina; Dolores Heredia; Humberto Busto; Quetzalli Cortés; Alexa Martin; Flavio Medina; Dulce Neri; Mariana Botas
10775,Diagnosis,Docuseries; Science & Nature TV,Dr. Lisa Sanders crowdsources diagnoses for mysterious and rare medical conditions in a documentary series based on her New York Times Magazine column.,Lisa Sanders
10776,Diamond City,Crime TV Shows; International TV Shows; TV Dramas,A prominent prosecuting attorney must defend her innocence — and her life — when she's set up and sent to prison as she investigates a conspiracy.,Noxee Maqashalala; Angela Sithole; Nambitha Ben-Mazwi; Thabang Molaba; Lehlohonolo Makoko; Ilse Klink; Makgano Mamabolo; Tshepo Maseko
10777,Diamond Lover,International TV Shows; Romantic TV Shows; TV Dramas,After an accident leads to great weight loss once-obese Mi Duo embarks on a new life working for her secret crush diamond company CEO Xiao Liang.,Rain; Tiffany Tang; Luo Jin; Dilraba Dilmurat; Yao Yichen
10778,Diamonds in the Sky,Dramas; International Movies,Three families navigate uncertainty and struggle when cancer affects their lives and presents emotional challenges that test their bonds.,Joke Silva; Omowunmi Dada; Bimbo Akintola; Femi Adebayo; Kayode Olaiya; Ali Nuhu; Yvonne Jegede; Toyin Abraham; Adebayo Salami; Ayo Mogaji; Magaji Mijinyawa
10779,Diana: 7 Days That Shook the World,Documentaries,This illuminating documentary examines the aftermath of Princess Diana’s tragic death and the tense dramatic week leading up to her funeral.,James D'Arcy
10780,Diana: In Her Own Words,Documentaries; International Movies,Featuring archival footage and personal recordings this documentary offers candid insight into the life of the beloved princess.,
10781,Diary of a Chambermaid,Dramas; International Movies,An attractive young woman goes to work as a chambermaid for a troublesome couple. The wife is unreasonable and the husband won't stop hitting on her.,Léa Seydoux; Vincent Lindon; Clotilde Mollet; Hervé Pierre; Mélodie Valemberg; Patrick d'Assumçao; Vincent Lacoste; Joséphine Derenne; Dominique Reymond
